event_id,timestamp_utc,plant_instance_id,species_id,reason,amount_ml,moisture_before,moisture_after,target_moisture,runoff_fraction
275,2026-04-18T17:00:00+0000,8,1220,below_threshold,1538.1,0.3792,0.7061,0.72,0.4
276,2026-04-21T02:30:00+0000,8,1220,below_threshold,1751.9,0.3799,0.7524,0.72,0.4
277,2026-04-23T12:30:00+0000,8,1220,below_threshold,1524.3,0.3795,0.7035,0.72,0.4
278,2026-04-25T17:20:00+0000,8,1220,below_threshold,1503.4,0.38,0.6996,0.72,0.4
279,2026-04-28T02:30:00+0000,8,1220,below_threshold,1627.2,0.3799,0.7259,0.72,0.4
280,2026-04-30T10:30:00+0000,8,1220,below_threshold,1489.4,0.3796,0.6962,0.72,0.4
281,2026-05-02T14:00:00+0000,8,1220,below_threshold,1573.6,0.3792,0.7138,0.72,0.4
282,2026-05-04T18:30:00+0000,8,1220,below_threshold,1657.1,0.3796,0.7319,0.72,0.4
283,2026-05-07T07:40:00+0000,8,1220,below_threshold,1547.6,0.3799,0.7089,0.72,0.4
284,2026-05-09T10:50:00+0000,8,1220,below_threshold,1615.0,0.3798,0.7231,0.72,0.4
285,2026-05-11T14:50:00+0000,8,1220,below_threshold,1433.3,0.3799,0.6846,0.72,0.4
286,2026-05-13T17:00:00+0000,8,1220,below_threshold,1481.6,0.38,0.6949,0.72,0.4
287,2026-05-15T20:30:00+0000,8,1220,below_threshold,1573.6,0.3795,0.714,0.72,0.4
288,2026-05-18T08:10:00+0000,8,1220,below_threshold,1569.7,0.3796,0.7133,0.72,0.4
289,2026-05-20T11:50:00+0000,8,1220,below_threshold,1569.6,0.3798,0.7134,0.72,0.4
290,2026-05-22T15:30:00+0000,8,1220,below_threshold,1499.7,0.3793,0.6982,0.72,0.4
291,2026-05-24T18:30:00+0000,8,1220,below_threshold,1660.0,0.3795,0.7324,0.72,0.4
292,2026-05-27T07:10:00+0000,8,1220,below_threshold,1648.5,0.3795,0.73,0.72,0.4
293,2026-05-29T11:10:00+0000,8,1220,below_threshold,1775.8,0.3797,0.7572,0.72,0.4
294,2026-05-31T16:40:00+0000,8,1220,below_threshold,1545.0,0.3797,0.7082,0.72,0.4
295,2026-06-02T19:50:00+0000,8,1220,below_threshold,1598.8,0.3798,0.7197,0.72,0.4
296,2026-06-05T06:40:00+0000,8,1220,below_threshold,1893.2,0.3796,0.7821,0.72,0.4
297,2026-06-07T12:20:00+0000,8,1220,below_threshold,1335.1,0.3795,0.6633,0.72,0.4
298,2026-06-09T11:20:00+0000,8,1220,below_threshold,1752.3,0.3796,0.7521,0.72,0.4
299,2026-06-11T15:40:00+0000,8,1220,below_threshold,2005.2,0.3794,0.8057,0.72,0.4
300,2026-06-14T08:00:00+0000,8,1220,below_threshold,1598.2,0.3793,0.719,0.72,0.4
301,2026-06-16T10:50:00+0000,8,1220,below_threshold,1407.3,0.3794,0.6786,0.72,0.4
302,2026-06-18T11:00:00+0000,8,1220,below_threshold,1602.0,0.3792,0.7197,0.72,0.4
303,2026-06-20T13:40:00+0000,8,1220,below_threshold,1802.1,0.3794,0.7625,0.72,0.4
304,2026-06-22T19:40:00+0000,8,1220,below_threshold,1535.4,0.3795,0.7059,0.72,0.4
305,2026-06-25T01:30:00+0000,8,1220,below_threshold,1438.0,0.3799,0.6857,0.72,0.4
306,2026-06-27T03:50:00+0000,8,1220,below_threshold,1645.9,0.3799,0.7298,0.72,0.4
307,2026-06-29T08:50:00+0000,8,1220,below_threshold,1681.9,0.3793,0.7368,0.72,0.4
308,2026-07-01T12:00:00+0000,8,1220,below_threshold,1558.5,0.3794,0.7107,0.72,0.4
309,2026-07-03T13:10:00+0000,8,1220,below_threshold,1693.9,0.3799,0.74,0.72,0.4
310,2026-07-05T16:10:00+0000,8,1220,below_threshold,1563.2,0.3798,0.7121,0.72,0.4
311,2026-07-07T17:20:00+0000,8,1220,below_threshold,1558.9,0.3794,0.7108,0.72,0.4
312,2026-07-09T18:50:00+0000,8,1220,below_threshold,1738.8,0.3798,0.7494,0.72,0.4
313,2026-07-12T06:50:00+0000,8,1220,below_threshold,1628.1,0.3793,0.7254,0.72,0.4
314,2026-07-14T09:30:00+0000,8,1220,below_threshold,1514.2,0.3791,0.701,0.72,0.4
315,2026-07-16T10:00:00+0000,8,1220,below_threshold,1533.5,0.3799,0.7059,0.72,0.4
316,2026-07-18T11:00:00+0000,8,1220,below_threshold,1605.6,0.3793,0.7206,0.72,0.4
317,2026-07-20T12:10:00+0000,8,1220,below_threshold,1890.3,0.3793,0.7811,0.72,0.4
318,2026-07-22T17:00:00+0000,8,1220,below_threshold,1676.6,0.3796,0.7361,0.72,0.4
319,2026-07-24T19:30:00+0000,8,1220,below_threshold,1699.3,0.3797,0.7409,0.72,0.4
320,2026-07-27T03:20:00+0000,8,1220,below_threshold,1667.1,0.3798,0.7342,0.72,0.4
321,2026-07-29T07:00:00+0000,8,1220,below_threshold,1828.4,0.3797,0.7684,0.72,0.4
322,2026-07-31T10:40:00+0000,8,1220,below_threshold,1556.9,0.3791,0.7101,0.72,0.4
323,2026-02-04T03:50:00+0000,9,1220,below_threshold,4063.6,0.3799,0.7462,0.72,0.36
324,2026-02-07T06:40:00+0000,9,1220,scheduled,3753.3,0.3935,0.7319,0.72,0.36
325,2026-02-10T10:00:00+0000,9,1220,below_threshold,3825.9,0.38,0.7249,0.72,0.36
326,2026-02-13T11:50:00+0000,9,1220,below_threshold,3687.8,0.3798,0.7123,0.72,0.36
327,2026-02-16T13:00:00+0000,9,1220,below_threshold,3331.1,0.3794,0.6796,0.72,0.36
328,2026-02-19T10:50:00+0000,9,1220,below_threshold,3816.0,0.3797,0.7237,0.72,0.36
329,2026-02-22T12:20:00+0000,9,1220,below_threshold,3498.4,0.3797,0.6951,0.72,0.36
330,2026-02-25T11:10:00+0000,9,1220,below_threshold,3975.1,0.3796,0.7379,0.72,0.36
331,2026-02-28T13:20:00+0000,9,1220,below_threshold,3622.1,0.3799,0.7064,0.72,0.36
332,2026-03-03T13:00:00+0000,9,1220,below_threshold,3907.5,0.3795,0.7317,0.72,0.36
333,2026-03-06T14:50:00+0000,9,1220,below_threshold,3313.8,0.3795,0.6783,0.72,0.36
334,2026-03-09T12:00:00+0000,9,1220,below_threshold,3813.0,0.3795,0.7232,0.72,0.36
335,2026-03-12T13:00:00+0000,9,1220,below_threshold,3665.2,0.3796,0.71,0.72,0.36
336,2026-03-15T13:10:00+0000,9,1220,below_threshold,3222.1,0.3795,0.6699,0.72,0.36
337,2026-03-18T09:30:00+0000,9,1220,below_threshold,4218.8,0.3794,0.7597,0.72,0.36
338,2026-03-21T13:10:00+0000,9,1220,below_threshold,3592.1,0.3798,0.7036,0.72,0.36
339,2026-03-24T12:10:00+0000,9,1220,below_threshold,3541.8,0.3798,0.6991,0.72,0.36
340,2026-03-27T11:10:00+0000,9,1220,below_threshold,3825.9,0.3795,0.7243,0.72,0.36
341,2026-03-30T12:30:00+0000,9,1220,below_threshold,3486.8,0.3794,0.6937,0.72,0.36
342,2026-04-02T11:10:00+0000,9,1220,below_threshold,3845.0,0.3798,0.7264,0.72,0.36
343,2026-04-05T12:10:00+0000,9,1220,below_threshold,3435.6,0.3799,0.6896,0.72,0.36
344,2026-04-08T09:40:00+0000,9,1220,below_threshold,3653.5,0.3798,0.7091,0.72,0.36
345,2026-04-11T08:40:00+0000,9,1220,below_threshold,4153.4,0.3795,0.7539,0.72,0.36
346,2026-04-14T11:30:00+0000,9,1220,below_threshold,4310.1,0.38,0.7685,0.72,0.36
347,2026-04-17T15:40:00+0000,9,1220,below_threshold,4074.7,0.3794,0.7467,0.72,0.36
348,2026-04-20T18:00:00+0000,9,1220,below_threshold,4038.0,0.3799,0.7439,0.72,0.36
349,2026-04-23T21:10:00+0000,9,1220,below_threshold,4073.5,0.3797,0.7469,0.72,0.36
350,2026-04-27T06:00:00+0000,9,1220,scheduled,4026.3,0.383,0.7459,0.72,0.36
351,2026-04-30T06:00:00+0000,9,1220,scheduled,3814.4,0.3857,0.7296,0.72,0.36
352,2026-05-03T05:00:00+0000,9,1220,below_threshold,4276.0,0.3799,0.7654,0.72,0.36
353,2026-05-06T08:30:00+0000,9,1220,below_threshold,3845.4,0.3797,0.7263,0.72,0.36
354,2026-05-09T08:20:00+0000,9,1220,below_threshold,3795.7,0.38,0.7221,0.72,0.36
355,2026-05-12T07:20:00+0000,9,1220,below_threshold,3845.6,0.3797,0.7264,0.72,0.36
356,2026-05-15T06:40:00+0000,9,1220,below_threshold,4011.6,0.3796,0.7413,0.72,0.36
357,2026-05-18T07:00:00+0000,9,1220,below_threshold,3951.7,0.3798,0.7361,0.72,0.36
358,2026-05-21T07:00:00+0000,9,1220,below_threshold,3838.9,0.3794,0.7255,0.72,0.36
359,2026-05-24T05:30:00+0000,9,1220,below_threshold,4168.8,0.3799,0.7557,0.72,0.36
360,2026-05-27T07:10:00+0000,9,1220,below_threshold,3340.8,0.3799,0.6811,0.72,0.36
361,2026-05-29T18:20:00+0000,9,1220,below_threshold,3648.9,0.3798,0.7087,0.72,0.36
362,2026-06-01T15:30:00+0000,9,1220,below_threshold,3937.1,0.3799,0.7348,0.72,0.36
363,2026-06-04T14:50:00+0000,9,1220,below_threshold,4279.5,0.3796,0.7653,0.72,0.36
364,2026-06-07T16:10:00+0000,9,1220,below_threshold,3517.4,0.3794,0.6964,0.72,0.36
365,2026-06-10T12:00:00+0000,9,1220,below_threshold,4355.7,0.3794,0.772,0.72,0.36
366,2026-06-13T13:20:00+0000,9,1220,below_threshold,3725.6,0.3795,0.7154,0.72,0.36
367,2026-06-16T10:50:00+0000,9,1220,below_threshold,3912.9,0.3793,0.732,0.72,0.36
368,2026-06-19T09:30:00+0000,9,1220,below_threshold,3729.9,0.38,0.7162,0.72,0.36
369,2026-06-22T07:00:00+0000,9,1220,below_threshold,3855.0,0.3797,0.7272,0.72,0.36
370,2026-06-25T02:20:00+0000,9,1220,below_threshold,3294.9,0.38,0.677,0.72,0.36
371,2026-06-27T15:20:00+0000,9,1220,below_threshold,3684.7,0.3798,0.712,0.72,0.36
372,2026-06-30T12:20:00+0000,9,1220,below_threshold,3890.8,0.3797,0.7305,0.72,0.36
373,2026-07-03T10:50:00+0000,9,1220,below_threshold,3854.9,0.3796,0.7271,0.72,0.36
374,2026-07-06T08:50:00+0000,9,1220,below_threshold,3528.2,0.3798,0.6978,0.72,0.36
375,2026-07-08T22:00:00+0000,9,1220,below_threshold,3699.3,0.38,0.7134,0.72,0.36
376,2026-07-11T18:10:00+0000,9,1220,below_threshold,3505.0,0.3797,0.6957,0.72,0.36
377,2026-07-14T13:40:00+0000,9,1220,below_threshold,3733.4,0.38,0.7165,0.72,0.36
378,2026-07-17T11:50:00+0000,9,1220,below_threshold,4076.7,0.3795,0.747,0.72,0.36
379,2026-07-20T11:40:00+0000,9,1220,below_threshold,3569.0,0.3799,0.7017,0.72,0.36
380,2026-07-23T08:00:00+0000,9,1220,below_threshold,3809.9,0.3796,0.723,0.72,0.36
381,2026-07-26T06:10:00+0000,9,1220,below_threshold,3745.8,0.3797,0.7174,0.72,0.36
382,2026-07-28T20:30:00+0000,9,1220,below_threshold,3895.3,0.3799,0.731,0.72,0.36
383,2026-07-31T19:20:00+0000,9,1220,below_threshold,3947.7,0.3799,0.7358,0.72,0.36
